id,uptodate,state,race_id_last_race,date_last_race,name,country,age,color,owner,sire,dam,dam_sire,sex,Total_races,Wins,Percentage_wins,placed,Percentage_placed,Flat_AW_races,Flat_AW_wins,Flat_AW_rate,Flat_AW_placed,Flat_AW_placed_rate,Flat_Turf_races,Flat_Turf_wins,Flat_Turf_rate,Flat_Turf_placed,Flat_Turf_placed_rate,Chase_races,Chase_wins,Chase_rate,Chase_placed,Chase_placed_rate,Hurdle_races,Hurdle_wins,Hurdle_rate,Hurdle_placed,Hurdle_placed_rate
121895,2025-08-25,Active,183494,2025-08-26,Daisy Roots,GB,5,bay,Ownaracehorse And J R Boyle,Footstepsinthesand (UK),Cambridge Duchess (UK),Singspiel (IRE),filly,30.0,5.0,16.67%,11.0,36.67%,15.0,1.0,6.67%,6.0,40.00%,15.0,4.0,26.67%,5.0,33.33%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
123122,2025-08-25,Active,183509,2025-08-26,Ledger,IRE,5,bay,Miss K Mcneilly,Profitable (IRE),Kathy Glory (IRE),Epaulette (AUS),gelding,30.0,4.0,13.33%,5.0,16.67%,14.0,2.0,14.29%,3.0,21.43%,16.0,2.0,12.50%,2.0,12.50%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
124417,2025-08-25,Active,183501,2025-08-26,Lillistar,GB,5,grey,Mr John Sidebottom & Mrs Kate Sidebott,Zoustar (AUS),Langlauf (USA),Raven's Pass (USA),filly,19.0,0.0,0%,4.0,21.05%,6.0,0.0,0.00%,0.0,0%,6.0,0.0,0.00%,1.0,16.67%,0.0,0.0,0%,0.0,0%,7.0,0.0,0.00%,3.0,42.86%
124805,2025-08-25,Active,183504,2025-08-26,Beaumadier,IRE,5,bay,Mr Ben Parish,Kuroshio (AUS),Bird of Light (IRE),Elnadim (USA),gelding,26.0,1.0,3.85%,6.0,23.08%,9.0,1.0,11.11%,1.0,11.11%,17.0,0.0,0.00%,5.0,29.41%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
124920,2025-08-25,Active,183499,2025-08-26,Wreck It Ryley,IRE,5,grey,Mr A J Smith,Gutaifan (IRE),Bucks Frizz (IRE),Havana Gold (IRE),gelding,37.0,4.0,10.81%,15.0,40.54%,8.0,1.0,12.50%,6.0,75.00%,29.0,3.0,10.34%,9.0,31.03%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
125290,2025-08-25,Active,183499,2025-08-26,Woodstock,GB,5,bay,Miss Vanessa Church & Mr Toby Brereton,Sixties Icon (UK),Isabella Bird (UK),Invincible Spirit (IRE),gelding,21.0,3.0,14.29%,4.0,19.05%,5.0,1.0,20.00%,1.0,20.00%,16.0,2.0,12.50%,4.0,25.00%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
125445,2025-08-25,Active,183509,2025-08-26,Zero Fighter,IRE,5,bay,Mrs Lisa Delany & Mrs Tahnee Grant,Muhaarar (UK),Kasayid (IRE),Pivotal (UK),gelding,31.0,2.0,6.45%,3.0,9.68%,14.0,0.0,0.00%,3.0,21.43%,11.0,2.0,18.18%,2.0,18.18%,0.0,0.0,0%,0.0,0%,6.0,0.0,0.00%,1.0,16.67%
125532,2025-08-25,Active,183514,2025-08-26,Ballerina Boxer,IRE,7,bay,Niamh Harvey,Shirocco (GER),One Can Cally (IRE),Scorpion (IRE),mare,20.0,1.0,5.00%,1.0,5.00%,0.0,0.0,0%,0.0,0%,3.0,0.0,0.00%,1.0,33.33%,1.0,0.0,0.00%,0.0,0%,16.0,1.0,6.25%,1.0,6.25%
125960,2025-08-25,Active,183509,2025-08-26,So Messi,IRE,5,chestnut,N A Crahan,Gustav Klimt (IRE),Junia Tepzia (IRE),Rock Of Gibraltar (IRE),gelding,21.0,0.0,0%,5.0,23.81%,2.0,0.0,0.00%,0.0,0%,16.0,0.0,0.00%,5.0,31.25%,0.0,0.0,0%,0.0,0%,3.0,0.0,0.00%,0.0,0%
126664,2025-08-25,Active,183494,2025-08-26,Bint Havana Gold,GB,4,bay,Alan & Christine Bright And John Henwo,Havana Gold (IRE),Wings Ablaze (IRE),Dark Angel (IRE),filly,25.0,4.0,16.00%,10.0,40.00%,19.0,4.0,21.05%,10.0,52.63%,6.0,0.0,0.00%,2.0,33.33%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
126676,2025-08-25,Active,183510,2025-08-26,Famous Enough,IRE,5,brown,P Meany,Elzaam (AUS),Enough Is Enough (IRE),Pyrus (USA),gelding,17.0,1.0,5.88%,2.0,11.76%,2.0,0.0,0.00%,0.0,0%,15.0,1.0,6.67%,2.0,13.33%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
126751,2025-08-25,Active,183513,2025-08-26,Velvet Skies,IRE,4,chestnut,F A Mcnulty,Buratino (IRE),Gasta (IRE),Vocalised (USA),colt,34.0,2.0,5.88%,9.0,26.47%,12.0,1.0,8.33%,4.0,33.33%,22.0,1.0,4.55%,5.0,22.73%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
126915,2025-08-25,Active,183505,2025-08-26,Selbys Joy,GB,5,bay,Alison Johnson,Massaat (IRE),Vibrant (UK),Pivotal (UK),filly,16.0,0.0,0%,2.0,12.50%,1.0,0.0,0.00%,0.0,0%,15.0,0.0,0.00%,2.0,13.33%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
127566,2025-08-25,Active,183495,2025-08-26,Mammy,GB,4,chestnut,Watts & Spooner,Bated Breath (UK),Ascended (IRE),Dark Angel (IRE),filly,20.0,1.0,5.00%,5.0,25.00%,7.0,1.0,14.29%,2.0,28.57%,13.0,0.0,0.00%,3.0,23.08%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
127586,2025-08-25,Active,183500,2025-08-26,Jesmond Dawn,IRE,4,bay,The Weighting Game,Dawn Approach (IRE),Strapless (IRE),Whipper (USA),gelding,21.0,2.0,9.52%,5.0,23.81%,3.0,0.0,0.00%,1.0,33.33%,18.0,2.0,11.11%,5.0,27.78%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
127726,2025-08-25,Active,183501,2025-08-26,Queensland Boy,IRE,5,bay,Letsgiveitago,Australia (UK),Queen of France (USA),Danehill (USA),gelding,26.0,4.0,15.38%,4.0,15.38%,14.0,2.0,14.29%,2.0,14.29%,11.0,2.0,18.18%,2.0,18.18%,0.0,0.0,0%,0.0,0%,1.0,0.0,0.00%,0.0,0%
127734,2025-08-25,Active,183504,2025-08-26,Ski Angel,GB,5,bay,Riverside Racing,Harry Angel (IRE),Excelette (IRE),Exceed and Excel (AUS),mare,34.0,5.0,14.71%,5.0,14.71%,1.0,0.0,0.00%,0.0,0%,33.0,5.0,15.15%,5.0,15.15%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
128099,2025-08-25,,183505,2025-08-26,Overlooked,IRE,4,bay,Miss H Bethell,Dark Angel (IRE),Ceilidhs Dream (UK),Oasis Dream (UK),colt,19.0,0.0,0%,2.0,10.53%,6.0,0.0,0.00%,3.0,50.00%,13.0,0.0,0.00%,2.0,15.38%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
128658,2025-08-25,,183495,2025-08-26,Phoenix Moon,IRE,4,grey,Keeper's 12,Phoenix Of Spain (IRE),Meetyouatthemoon (IRE),Excelebration (IRE),filly,15.0,2.0,13.33%,2.0,13.33%,9.0,2.0,22.22%,2.0,22.22%,6.0,0.0,0.00%,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
129592,2025-08-25,,183509,2025-08-26,Roman Harry,IRE,5,bay,Lucky Fifteen Syndicate,Harry Angel (IRE),Brooklyn's Rose (IRE),Holy Roman Emperor (IRE),gelding,29.0,1.0,3.45%,7.0,24.14%,6.0,1.0,16.67%,2.0,33.33%,22.0,0.0,0.00%,5.0,22.73%,0.0,0.0,0%,0.0,0%,1.0,0.0,0.00%,0.0,0%
129633,2025-08-25,,183505,2025-08-26,On The Bubble,GB,4,bay,Nathan Mill & Gary Rutherford,Land Force (IRE),O Fourlunda (UK),Halling (USA),filly,24.0,2.0,8.33%,1.0,4.17%,6.0,0.0,0.00%,0.0,0%,15.0,1.0,6.67%,1.0,6.67%,0.0,0.0,0%,0.0,0%,3.0,1.0,33.33%,0.0,0%
129643,2025-08-25,,183499,2025-08-26,Speeding Bullet,IRE,4,bay,Slaters Arms Racing And Ged Shields,Inns Of Court (IRE),Shoshoni Wind (UK),Sleeping Indian (UK),colt,15.0,2.0,13.33%,3.0,20.00%,5.0,0.0,0.00%,1.0,20.00%,10.0,2.0,20.00%,2.0,20.00%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
129774,2025-08-25,,183500,2025-08-26,Bowood,GB,5,bay,Making Headway Racing & Star Racing,Siyouni (FR),Pretty Paper (IRE),Medaglia d'Oro (USA),gelding,32.0,3.0,9.38%,9.0,28.13%,14.0,0.0,0.00%,8.0,57.14%,18.0,3.0,16.67%,1.0,5.56%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
129852,2025-08-25,,183502,2025-08-26,Toralou,IRE,4,bay,Mike Harris Racing Club,U S Navy Flag (USA),By Jupiter (UK),Sea The Stars (IRE),filly,6.0,0.0,0%,4.0,66.67%,2.0,0.0,0.00%,1.0,50.00%,4.0,0.0,0.00%,3.0,75.00%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
129873,2025-08-25,,183494,2025-08-26,Flag Carrier,IRE,4,bay,Slow Horses,Starspangledbanner (AUS),Evies Wish (IRE),Holy Roman Emperor (IRE),colt,24.0,2.0,8.33%,8.0,33.33%,16.0,2.0,12.50%,3.0,18.75%,8.0,0.0,0.00%,5.0,62.50%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
130197,2025-08-25,,183495,2025-08-26,Gogo Yubari,GB,4,bay,Netflow Consulting Ltd,Havana Grey (UK),Clouds Rest (UK),Showcasing (UK),filly,37.0,6.0,16.22%,8.0,21.62%,28.0,5.0,17.86%,6.0,21.43%,9.0,1.0,11.11%,2.0,22.22%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
131179,2025-08-25,,183504,2025-08-26,Jamies Choice,GB,5,bay,Mr J Thompson,Peace Envoy (FR),Oh Happy Days (IRE),Galileo (IRE),filly,17.0,2.0,11.76%,3.0,17.65%,3.0,0.0,0.00%,0.0,0%,14.0,2.0,14.29%,3.0,21.43%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
131308,2025-08-25,,183491,2025-08-26,Sneaky Blinder,FR,4,bay,M Duthie & T Moynihan,Magna Grecia (IRE),Nouvelle Voie (FR),Olympic Glory (IRE),gelding,29.0,3.0,10.34%,4.0,13.79%,13.0,2.0,15.38%,2.0,15.38%,15.0,1.0,6.67%,2.0,13.33%,0.0,0.0,0%,0.0,0%,1.0,0.0,0.00%,0.0,0%
131474,2025-08-25,,183510,2025-08-26,La La Lucrative,IRE,4,bay,S Gillen,Profitable (IRE),Ohh Lala (IRE),Clodovil (IRE),gelding,20.0,2.0,10.00%,3.0,15.00%,0.0,0.0,0%,0.0,0%,20.0,2.0,10.00%,3.0,15.00%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
131607,2025-08-25,,183496,2025-08-26,Triple Force,GB,4,bay,Mr David K Barker,Land Force (IRE),Triple Star (UK),Royal Applause (UK),gelding,21.0,2.0,9.52%,7.0,33.33%,10.0,0.0,0.00%,4.0,40.00%,11.0,2.0,18.18%,3.0,27.27%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
131738,2025-08-25,,183513,2025-08-26,Rappell,IRE,4,chestnut,P Mcguire & Neal Flynn,Soldier's Call (UK),Spinning Lucy (IRE),Spinning World (USA),gelding,19.0,3.0,15.79%,4.0,21.05%,0.0,0.0,0%,0.0,0%,19.0,3.0,15.79%,4.0,21.05%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
131776,2025-08-25,,183515,2025-08-26,Messerschmitt,IRE,4,bay,Anthony O'Gorman,Kessaar (IRE),Drifting Spirit (IRE),Clodovil (IRE),gelding,14.0,2.0,14.29%,1.0,7.14%,0.0,0.0,0%,0.0,0%,8.0,1.0,12.50%,4.0,50.00%,0.0,0.0,0%,0.0,0%,6.0,1.0,16.67%,1.0,16.67%
132419,2025-08-25,,183494,2025-08-26,Bella Bisbee,GB,4,bay,Nikki Turner,Muhaarar (UK),Sterling Sound (USA),Street Cry (IRE),filly,20.0,3.0,15.00%,3.0,15.00%,7.0,2.0,28.57%,1.0,14.29%,13.0,1.0,7.69%,2.0,15.38%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
132833,2025-08-25,,183488,2025-08-26,Sun Dancer Girl,FR,4,bay,The Fob Racing Partnership 11,Dabirsim (FR),Quemada (IRE),Teofilo (IRE),filly,22.0,4.0,18.18%,4.0,18.18%,18.0,3.0,16.67%,4.0,22.22%,3.0,1.0,33.33%,1.0,33.33%,0.0,0.0,0%,0.0,0%,1.0,0.0,0.00%,0.0,0%
133033,2025-08-25,,183509,2025-08-26,Arthur Rose,IRE,4,brown,C F Harrington,Blue Point. (IRE),Ridge Ranger (IRE),Bushranger (IRE),filly,12.0,0.0,0%,1.0,8.33%,3.0,0.0,0.00%,1.0,33.33%,9.0,0.0,0.00%,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
133129,2025-08-25,,183513,2025-08-26,Fair Taxes,IRE,4,bay,Mrs Noeleen Mccreevy & James Mccreevy & Peter Mccreevy & Jack Mccreevy,Exceed and Excel (AUS),Oriental Song (IRE),Shamardal (USA),gelding,12.0,2.0,16.67%,4.0,33.33%,4.0,0.0,0.00%,2.0,50.00%,8.0,2.0,25.00%,2.0,25.00%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
133536,2025-08-25,,183496,2025-08-26,Woodstock City,GB,5,bay,Not One But Two,Churchill (IRE),White Witch (USA),Invincible Spirit (IRE),gelding,22.0,1.0,4.55%,4.0,18.18%,6.0,0.0,0.00%,1.0,16.67%,13.0,1.0,7.69%,2.0,15.38%,0.0,0.0,0%,0.0,0%,3.0,0.0,0.00%,1.0,33.33%
134001,2025-08-25,,183507,2025-08-26,Naughty Niall,GB,4,bay,Mr Jayant Pindolia,Oasis Dream (UK),Always A Drama (IRE),Red Jazz (USA),gelding,16.0,2.0,12.50%,4.0,25.00%,9.0,1.0,11.11%,1.0,11.11%,7.0,1.0,14.29%,3.0,42.86%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
134042,2025-08-25,,183491,2025-08-26,Mond,GER,7,chestnut,Mr John Joseph Smith,Sea The Moon (GER),Maricel (GER),Silvano (GER),gelding,13.0,0.0,0%,1.0,7.69%,8.0,0.0,0.00%,1.0,12.50%,5.0,0.0,0.00%,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
134106,2025-08-25,,183494,2025-08-26,Thorntonledale Max,GB,4,bay,Mr A M Pickering,Cityscape (UK),Primrose Valley (UK),Pastoral Pursuits (UK),gelding,13.0,1.0,7.69%,3.0,23.08%,12.0,1.0,8.33%,3.0,25.00%,1.0,0.0,0.00%,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
134246,2025-08-25,,183499,2025-08-26,Raffles Angel,GB,4,brown,The Raffles Syndicate,Harry Angel (IRE),L'eglise (UK),Le Havre (IRE),filly,13.0,4.0,30.77%,1.0,7.69%,5.0,0.0,0.00%,1.0,20.00%,8.0,4.0,50.00%,1.0,12.50%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
134323,2025-08-25,,183494,2025-08-26,King David,IRE,4,grey,The Honorable Earle I Mack,Exceed and Excel (AUS),Lady Rosamunde (UK),Maria's Mon (USA),colt,11.0,1.0,9.09%,4.0,36.36%,9.0,1.0,11.11%,4.0,44.44%,2.0,0.0,0.00%,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
135147,2025-08-25,,183496,2025-08-26,Time Tested,GB,4,bay,The Raceology Partnership,Time Test (UK),Luzia (UK),Cape Cross (IRE),colt,10.0,4.0,40.00%,2.0,20.00%,6.0,3.0,50.00%,1.0,16.67%,4.0,1.0,25.00%,1.0,25.00%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
135534,2025-08-25,,183506,2025-08-26,Law Degree,IRE,3,bay,Alaw,Inns Of Court (IRE),Virtually (UK),Virtual (UK),gelding,20.0,2.0,10.00%,4.0,20.00%,0.0,0.0,0%,0.0,0%,20.0,2.0,10.00%,4.0,20.00%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
135603,2025-08-25,,183510,2025-08-26,Marks One,IRE,4,bay,Michael John Doran,Kuroshio (AUS),Two Marks (USA),Woodman (USA),gelding,12.0,0.0,0%,1.0,8.33%,1.0,0.0,0.00%,0.0,0%,11.0,0.0,0.00%,1.0,9.09%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
135685,2025-08-25,,183493,2025-08-26,Bretton Wood,GB,3,bay,Mr Malih L Al Basti,Frankel (UK),Pretty Pollyanna (UK),Oasis Dream (UK),colt,10.0,0.0,0%,1.0,10.00%,2.0,0.0,0.00%,1.0,50.00%,8.0,0.0,0.00%,3.0,37.50%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
136235,2025-08-25,,183504,2025-08-26,Doralee,GB,4,bay,Albion Racing,Swiss Spirit (UK),Jofranka (UK),Paris House (UK),filly,10.0,1.0,10.00%,1.0,10.00%,1.0,0.0,0.00%,0.0,0%,9.0,1.0,11.11%,1.0,11.11%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
136254,2025-08-25,,183506,2025-08-26,Bantz,IRE,3,bay,Tony Smith / Paul Demilow,Kodiac (UK),Shifting (IRE),Oratorio (IRE),colt,21.0,2.0,9.52%,6.0,28.57%,12.0,1.0,8.33%,4.0,33.33%,9.0,1.0,11.11%,2.0,22.22%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
136625,2025-08-25,,183509,2025-08-26,Sayfa Fad,IRE,4,bay,David Bean & Des Fitzgerald,Galileo Gold (UK),River Sands (UK),Kingman (UK),filly,13.0,0.0,0%,1.0,7.69%,3.0,0.0,0.00%,0.0,0%,10.0,0.0,0.00%,1.0,10.00%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
136784,2025-08-25,,183488,2025-08-26,Tango Sunset,IRE,4,chestnut,Mrs Brigitte Goersch & Joe Bear Racing,Footstepsinthesand (UK),Shesha Bear (UK),Tobougg (IRE),filly,8.0,0.0,0%,1.0,12.50%,5.0,0.0,0.00%,1.0,20.00%,3.0,0.0,0.00%,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
136846,2025-08-25,,183492,2025-08-26,Muy Muy Loco,IRE,3,grey,Mr Robert Moss,Phoenix Of Spain (IRE),Suddenly (GER),Excelebration (IRE),gelding,9.0,0.0,0%,2.0,22.22%,5.0,0.0,0.00%,1.0,20.00%,4.0,0.0,0.00%,1.0,25.00%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
136976,2025-08-25,,183510,2025-08-26,Mythical Rock,IRE,4,brown,Dorothy Heffernan,Rock Of Gibraltar (IRE),Valanisi (IRE),Kalanisi (IRE),colt,17.0,0.0,0%,8.0,47.06%,4.0,0.0,0.00%,3.0,75.00%,13.0,0.0,0.00%,5.0,38.46%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
136995,2025-08-25,,183513,2025-08-26,Brigids Cloak,GB,3,bay,Nick Bradley Racing Club,Havana Grey (UK),Freckles (UK),Arakan (USA),filly,18.0,2.0,11.11%,4.0,22.22%,5.0,1.0,20.00%,2.0,40.00%,13.0,1.0,7.69%,2.0,15.38%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
137031,2025-08-25,,183499,2025-08-26,Cairdeas,GB,3,chestnut,Mr Colin Alton & Mr P T Midgley,Sergei Prokofiev (CAN),Avengers Queen (UK),Brazen Beau (AUS),colt,11.0,1.0,9.09%,2.0,18.18%,1.0,0.0,0.00%,0.0,0%,10.0,1.0,10.00%,2.0,20.00%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
137051,2025-08-25,,183494,2025-08-26,Saytarr,GB,3,bay,T A C Partners,Mehmas (IRE),Baarrij (IRE),Iffraaj (UK),colt,8.0,0.0,0%,3.0,37.50%,2.0,0.0,0.00%,2.0,100.00%,6.0,0.0,0.00%,1.0,16.67%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
137177,2025-08-25,,183499,2025-08-26,Lesleys Boy,GB,3,bay,Mrs L Jackson,Kodi Bear (IRE),Enliven (UK),Dansili (UK),colt,11.0,2.0,18.18%,1.0,9.09%,1.0,0.0,0.00%,1.0,100.00%,10.0,2.0,20.00%,1.0,10.00%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
137249,2025-08-25,,183500,2025-08-26,Mrbluesky,IRE,3,bay,Mrs Lauren Hart & Partner,Cotai Glory (UK),Dance For Livvy (IRE),Kodiac (UK),colt,14.0,1.0,7.14%,2.0,14.29%,6.0,1.0,16.67%,1.0,16.67%,8.0,0.0,0.00%,1.0,12.50%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
137805,2025-08-25,,183494,2025-08-26,Maid In Chelsea,IRE,4,bay,Eden Racing Club,Dark Angel (IRE),Chelsea Corsage (IRE),Teofilo (IRE),filly,10.0,2.0,20.00%,1.0,10.00%,3.0,1.0,33.33%,0.0,0%,7.0,1.0,14.29%,1.0,14.29%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
137994,2025-08-25,,183495,2025-08-26,Rumba Bay,GB,3,bay,Dave & Emma Evans,Havana Grey (UK),Nellie Ellis (IRE),Compton Place (UK),filly,18.0,3.0,16.67%,1.0,5.56%,5.0,2.0,40.00%,1.0,20.00%,13.0,1.0,7.69%,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
138120,2025-08-25,,183492,2025-08-26,Clever Jack,IRE,3,roan,P C J Dalby & R D Schuster,Starspangledbanner (AUS),Savvy (IRE),Verglas (IRE),colt,7.0,0.0,0%,1.0,14.29%,3.0,0.0,0.00%,1.0,33.33%,4.0,0.0,0.00%,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
138181,2025-08-25,,183492,2025-08-26,Jet Packer,GB,3,chestnut,Chinthurst Racing,Bated Breath (UK),The Gold Cheongsam (IRE),Red Clubs (IRE),colt,11.0,0.0,0%,3.0,27.27%,0.0,0.0,0%,0.0,0%,10.0,0.0,0.00%,3.0,30.00%,1.0,0.0,0.00%,0.0,0%,0.0,0.0,0%,0.0,0%
138237,2025-08-25,,183493,2025-08-26,Jack Andrea,GB,3,bay,"J Rayment, J Stephenson & R Eddery",Time Test (UK),Dutch Lady (UK),Dutch Art (UK),colt,14.0,0.0,0%,3.0,21.43%,6.0,0.0,0.00%,0.0,0%,8.0,0.0,0.00%,3.0,37.50%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
138471,2025-08-25,,183506,2025-08-26,South Road,IRE,3,bay,Misses P & F Simpson,Kodiac (UK),Athbah (UK),Shamardal (USA),filly,7.0,1.0,14.29%,1.0,14.29%,2.0,0.0,0.00%,0.0,0%,5.0,1.0,20.00%,1.0,20.00%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
138488,2025-08-25,,183514,2025-08-26,Radar Ahead,GB,4,chestnut,Elaine Shevlin & Cormac Farrell,Postponed (IRE),Biblic (IRE),New Approach (IRE),filly,12.0,1.0,8.33%,6.0,50.00%,1.0,0.0,0.00%,1.0,100.00%,6.0,0.0,0.00%,5.0,83.33%,0.0,0.0,0%,0.0,0%,5.0,1.0,20.00%,1.0,20.00%
138569,2025-08-25,,183499,2025-08-26,Ziggys Ariel,IRE,3,bay,"Middleham Park X, Simon Wood & A Hayne",Inns Of Court (IRE),Clip Art (UK),Acclamation (UK),filly,15.0,3.0,20.00%,1.0,6.67%,4.0,1.0,25.00%,0.0,0%,11.0,2.0,18.18%,1.0,9.09%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
138575,2025-08-25,,183495,2025-08-26,Beautiful Things,IRE,3,bay,Dare To Dream & Martyn Cruse,Profitable (IRE),Dry Your Eyes (IRE),Shamardal (USA),filly,12.0,0.0,0%,1.0,8.33%,4.0,0.0,0.00%,1.0,25.00%,8.0,0.0,0.00%,1.0,12.50%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
138646,2025-08-25,,183506,2025-08-26,Melissa Honey,GB,3,bay,Gb Civil Engineering (Leicester) Ltd,Showcasing (UK),Libras Power (IRE),Slade Power (IRE),filly,7.0,0.0,0%,1.0,14.29%,1.0,0.0,0.00%,0.0,0%,6.0,0.0,0.00%,1.0,16.67%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
138966,2025-08-25,,183499,2025-08-26,Ay Gee Ell,IRE,3,bay,Advance Group Uk Ltd,Sands Of Mali (FR),Wild Bloom (UK),Exceed and Excel (AUS),colt,7.0,0.0,0%,3.0,42.86%,4.0,0.0,0.00%,2.0,50.00%,3.0,0.0,0.00%,1.0,33.33%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
139024,2025-08-25,,183493,2025-08-26,Tobys Time,IRE,3,bay,M J Refrigeration Transport Ltd,Coulsty (IRE),Sharp Applause (IRE),Royal Applause (UK),colt,5.0,0.0,0%,1.0,20.00%,1.0,0.0,0.00%,1.0,100.00%,4.0,0.0,0.00%,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
139091,2025-08-25,,183513,2025-08-26,Skillman Ave,IRE,3,bay,Derek Kierans,Soldier's Call (UK),Imelda Mayhem (UK),Byron (UK),filly,13.0,1.0,7.69%,3.0,23.08%,3.0,0.0,0.00%,2.0,66.67%,10.0,1.0,10.00%,1.0,10.00%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
139147,2025-08-25,,183499,2025-08-26,Chuti Manika,IRE,3,bay,Mrs Christine E Budden & Partners,Magna Grecia (IRE),Assault On Rome (IRE),Holy Roman Emperor (IRE),colt,16.0,2.0,12.50%,6.0,37.50%,5.0,0.0,0.00%,3.0,60.00%,11.0,2.0,18.18%,3.0,27.27%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
139533,2025-08-25,,183511,2025-08-26,Tofino,IRE,3,bay,Lindsay Laroche,Dandy Man (IRE),Lady Magdala (IRE),Teofilo (IRE),filly,8.0,1.0,12.50%,2.0,25.00%,0.0,0.0,0%,0.0,0%,8.0,1.0,12.50%,2.0,25.00%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
140537,2025-08-25,,183492,2025-08-26,Northern Blaze,GER,3,bay,"M Webber, M T Ward & Schiff Family",Belardo (IRE),North Mum (GER),Samum (GER),gelding,5.0,0.0,0%,1.0,20.00%,2.0,0.0,0.00%,1.0,50.00%,3.0,0.0,0.00%,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0.0,0%,0.0,0%
