Trainer_ID,UptoDate,Name,Total_races,Wins,Percentage_wins,Placed,Percentage_placed,Flat_AW_races,Flat_AW_wins,Flat_AW_rate,Flat_AW_placed,Flat_AW_placed_rate,Flat_Turf_races,Flat_Turf_wins,Flat_Turf_rate,Flat_Turf_placed,Flat_Turf_placed_rate,Chase_races,Chase_wins,Chase_rate,Chase_placed,Chase_placed_rate,Hurdle_races,Hurdle_wins,Hurdle_rate,Hurdle_placed,Hurdle_placed_rate
136,2025-08-25,J J Bridger,2572,168,6.53%,773,30.05%,1224,54,4.41%,330,26.96%,1322,113,8.55%,438,33.13%,6,0,0%,1,16.67%,20,1,5.00%,4,20.00%
137,2025-08-25,Stef Liddiard,46,4,8.70%,7,15.22%,15,1,6.67%,1,6.67%,31,3,9.68%,6,19.35%,0,0,0%,0,0%,0,0,0%,0,0%
138,2025-08-25,Mrs L C Jewell,800,40,5.00%,177,22.13%,231,10,4.33%,51,22.08%,150,6,4.00%,30,20.00%,151,16,10.60%,42,27.81%,268,8,2.99%,54,20.15%
139,2025-08-25,J Gask,1514,135,8.92%,452,29.85%,878,93,10.59%,282,32.12%,636,42,6.60%,170,26.73%,0,0,0%,0,0%,0,0,0%,0,0%
140,2025-08-25,I A Wood,261,25,9.58%,57,21.84%,155,16,10.32%,34,21.94%,106,9,8.49%,23,21.70%,0,0,0%,0,0%,0,0,0%,0,0%
141,2025-08-25,J J Quinn,5122,638,12.46%,1895,37.00%,1091,120,11.00%,395,36.21%,3439,403,11.72%,1267,36.84%,39,5,12.82%,14,35.90%,553,110,19.89%,219,39.60%
142,2025-08-25,G A Ham,33,5,15.15%,3,9.09%,0,0,0%,0,0%,2,0,0%,0,0%,16,4,25.00%,2,12.50%,15,1,6.67%,1,6.67%
143,2025-08-25,J M Jefferson,1305,217,16.63%,525,40.23%,35,6,17.14%,15,42.86%,253,38,15.02%,109,43.08%,467,90,19.27%,166,35.55%,550,83,15.09%,235,42.73%
144,2025-08-25,P A Kirby,5753,536,9.32%,1658,28.82%,1412,112,7.93%,474,33.57%,1882,146,7.76%,488,25.93%,420,70,16.67%,103,24.52%,2039,208,10.20%,593,29.08%
145,2025-08-25,O Sherwood,2309,307,13.30%,915,39.63%,47,7,14.89%,15,31.91%,258,35,13.57%,116,44.96%,755,119,15.76%,254,33.64%,1249,146,11.69%,530,42.43%
146,2025-08-25,W Stone,1158,112,9.67%,402,34.72%,561,48,8.56%,200,35.65%,593,63,10.62%,202,34.06%,3,0,0%,0,0%,1,1,100.00%,0,0%
147,2025-08-25,W J Haggas,8701,1918,22.04%,3346,38.46%,2109,471,22.33%,916,43.43%,6575,1440,21.90%,2425,36.88%,15,5,33.33%,5,33.33%,2,2,100.00%,0,0%
148,2025-08-25,D Carroll,3379,326,9.65%,989,29.27%,692,71,10.26%,206,29.77%,2585,249,9.63%,763,29.52%,9,0,0%,2,22.22%,93,6,6.45%,18,19.35%
149,2025-08-25,D Nicholls,2754,285,10.35%,732,26.58%,625,85,13.60%,183,29.28%,2122,198,9.33%,547,25.78%,6,2,33.33%,2,33.33%,1,0,0%,0,0%
150,2025-08-25,M C Chapman,1341,45,3.36%,258,19.24%,302,13,4.30%,41,13.58%,269,6,2.23%,29,10.78%,374,15,4.01%,121,32.35%,396,11,2.78%,67,16.92%
151,2025-08-25,R W Price,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
152,2025-08-25,R M Beckett,7244,1265,17.46%,2649,36.57%,1984,384,19.35%,756,38.10%,5249,880,16.77%,1887,35.95%,7,1,14.29%,3,42.86%,4,0,0%,3,75.00%
153,2025-08-25,G Prodromou,106,12,11.32%,15,14.15%,80,12,15.00%,15,18.75%,23,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,0,0%
154,2025-08-25,J R Jenkins,3695,279,7.55%,1066,28.85%,2106,170,8.07%,652,30.96%,1213,82,6.76%,317,26.13%,44,2,4.55%,18,40.91%,332,25,7.53%,79,23.80%
155,2025-08-25,M E Rimmer,159,8,5.03%,44,27.67%,76,3,3.95%,23,30.26%,71,4,5.63%,18,25.35%,0,0,0%,0,0%,12,1,8.33%,3,25.00%
156,2025-08-25,N Bycroft,516,44,8.53%,128,24.81%,97,8,8.25%,23,23.71%,400,35,8.75%,102,25.50%,0,0,0%,0,0%,19,1,5.26%,3,15.79%
157,2025-08-25,Mrs Hill,121,25,20.66%,23,19.01%,7,0,0%,2,28.57%,10,1,10.00%,0,0%,26,5,19.23%,4,15.38%,78,19,24.36%,17,21.79%
158,2025-08-25,P F I Cole,2366,272,11.50%,923,39.01%,914,107,11.71%,381,41.68%,1451,165,11.37%,542,37.35%,0,0,0%,0,0%,1,0,0%,0,0%
159,2025-08-25,G J Smith,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
160,2025-08-25,S P Griffiths,43,0,0%,3,6.98%,25,0,0%,2,8.00%,10,0,0%,0,0%,0,0,0%,0,0%,8,0,0%,1,12.50%
161,2025-08-25,M D Squance,268,22,8.21%,68,25.37%,189,19,10.05%,50,26.46%,71,3,4.23%,16,22.54%,0,0,0%,0,0%,8,0,0%,2,25.00%
162,2025-08-25,B R Millman,4190,450,10.74%,1391,33.20%,1243,123,9.90%,396,31.86%,2853,318,11.15%,974,34.14%,12,4,33.33%,2,16.67%,82,5,6.10%,19,23.17%
163,2025-08-25,J Balding,625,55,8.80%,190,30.40%,418,44,10.53%,138,33.01%,207,11,5.31%,52,25.12%,0,0,0%,0,0%,0,0,0%,0,0%
164,2025-08-25,R Brotherton,780,42,5.38%,171,21.92%,360,21,5.83%,80,22.22%,228,16,7.02%,39,17.11%,76,4,5.26%,19,25.00%,116,1,0.86%,33,28.45%
165,2025-08-25,Miss Z C Davison,1274,62,4.87%,357,28.02%,356,8,2.25%,94,26.40%,186,2,1.08%,47,25.27%,281,25,8.90%,110,39.15%,451,27,5.99%,106,23.50%
166,2025-08-25,P W D'Arcy,994,100,10.06%,329,33.10%,554,62,11.19%,181,32.67%,434,38,8.76%,146,33.64%,0,0,0%,0,0%,6,0,0%,2,33.33%
167,2025-08-25,Matthew Salaman,267,14,5.24%,60,22.47%,101,8,7.92%,20,19.80%,142,5,3.52%,32,22.54%,2,0,0%,0,0%,22,1,4.55%,8,36.36%
168,2025-08-25,B W Duke,859,35,4.07%,191,22.24%,109,4,3.67%,26,23.85%,542,20,3.69%,99,18.27%,12,0,0%,6,50.00%,196,11,5.61%,60,30.61%
169,2025-08-25,A Crook,1270,49,3.86%,276,21.73%,198,4,2.02%,35,17.68%,420,10,2.38%,85,20.24%,186,14,7.53%,45,24.19%,466,21,4.51%,111,23.82%
170,2025-08-25,R Hollinshead,709,55,7.76%,186,26.23%,338,31,9.17%,99,29.29%,316,23,7.28%,77,24.37%,2,0,0%,1,50.00%,53,1,1.89%,9,16.98%
171,2025-08-25,R E Barr,734,31,4.22%,201,27.38%,102,5,4.90%,25,24.51%,628,26,4.14%,176,28.03%,0,0,0%,0,0%,4,0,0%,0,0%
172,2025-08-25,R Harris,4183,359,8.58%,1274,30.46%,1851,172,9.29%,573,30.96%,2264,184,8.13%,678,29.95%,11,1,9.09%,5,45.45%,57,2,3.51%,18,31.58%
173,2025-08-25,Denis Hogan,5808,411,7.08%,1579,27.19%,997,72,7.22%,240,24.07%,2240,152,6.79%,646,28.84%,514,47,9.14%,152,29.57%,2057,140,6.81%,541,26.30%
174,2025-08-25,R Tyner,1906,188,9.86%,475,24.92%,1,0,0%,0,0%,161,26,16.15%,67,41.61%,818,88,10.76%,229,28.00%,926,74,7.99%,179,19.33%
175,2025-08-25,J R Phelan,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
176,2025-08-25,J H Scott,135,3,2.22%,23,17.04%,17,0,0%,3,17.65%,90,2,2.22%,11,12.22%,4,0,0%,0,0%,24,1,4.17%,9,37.50%
177,2025-08-25,M J Hogan,19,1,5.26%,4,21.05%,0,0,0%,0,0%,8,0,0%,4,50.00%,1,0,0%,0,0%,10,1,10.00%,0,0%
178,2025-08-25,P Nolan,3111,265,8.52%,847,27.23%,25,0,0%,4,16.00%,443,29,6.55%,135,30.47%,772,89,11.53%,217,28.11%,1871,147,7.86%,491,26.24%
179,2025-08-25,E M O'Sullivan,1182,59,4.99%,240,20.30%,30,2,6.67%,8,26.67%,228,8,3.51%,36,15.79%,290,25,8.62%,75,25.86%,634,24,3.79%,121,19.09%
180,2025-08-25,J G Bennett,31,1,3.23%,8,25.81%,0,0,0%,0,0%,6,0,0%,1,16.67%,3,0,0%,0,0%,22,1,4.55%,7,31.82%
181,2025-08-25,M P Sunderland,131,3,2.29%,30,22.90%,25,0,0%,5,20.00%,52,0,0%,7,13.46%,25,2,8.00%,9,36.00%,29,1,3.45%,9,31.03%
182,2025-08-25,M F Morris,1868,156,8.35%,571,30.57%,0,0,0%,0,0%,91,3,3.30%,28,30.77%,840,80,9.52%,260,30.95%,937,73,7.79%,283,30.20%
183,2025-08-25,T Doyle,1890,103,5.45%,407,21.53%,204,12,5.88%,51,25.00%,1070,53,4.95%,228,21.31%,95,12,12.63%,22,23.16%,521,26,4.99%,106,20.35%
184,2025-08-25,Ivor Kingston,23,1,4.35%,2,8.70%,0,0,0%,0,0%,0,0,0%,0,0%,6,0,0%,0,0%,17,1,5.88%,2,11.76%
185,2025-08-25,E O'Grady,562,45,8.01%,139,24.73%,1,0,0%,0,0%,42,1,2.38%,14,33.33%,233,26,11.16%,65,27.90%,286,18,6.29%,60,20.98%
186,2025-08-25,T Foley,665,48,7.22%,219,32.93%,6,1,16.67%,2,33.33%,202,8,3.96%,70,34.65%,66,8,12.12%,30,45.45%,391,31,7.93%,117,29.92%
187,2025-08-25,John Neilan,182,4,2.20%,36,19.78%,0,0,0%,0,0%,75,2,2.67%,12,16.00%,25,0,0%,6,24.00%,82,2,2.44%,18,21.95%
188,2025-08-25,C Byrnes,2588,303,11.71%,720,27.82%,36,5,13.89%,4,11.11%,538,61,11.34%,156,29.00%,501,51,10.18%,151,30.14%,1513,186,12.29%,409,27.03%
189,2025-08-25,T J O'Mara,937,35,3.74%,181,19.32%,207,7,3.38%,40,19.32%,584,18,3.08%,117,20.03%,29,3,10.34%,5,17.24%,117,7,5.98%,19,16.24%
190,2025-08-25,D E Finn,116,2,1.72%,19,16.38%,4,0,0%,0,0%,21,0,0%,1,4.76%,42,1,2.38%,8,19.05%,49,1,2.04%,10,20.41%
191,2025-08-25,T O'Callaghan,34,0,0%,5,14.71%,0,0,0%,0,0%,1,0,0%,0,0%,28,0,0%,5,17.86%,5,0,0%,0,0%
192,2025-08-25,P W Flynn,2488,160,6.43%,528,21.22%,409,42,10.27%,90,22.00%,955,50,5.24%,178,18.64%,314,26,8.28%,95,30.25%,810,42,5.19%,165,20.37%
193,2025-08-25,D K Weld,5931,905,15.26%,2084,35.14%,462,51,11.04%,168,36.36%,5172,803,15.53%,1817,35.13%,39,6,15.38%,7,17.95%,258,45,17.44%,92,35.66%
194,2025-08-25,A Leahy,1017,49,4.82%,253,24.88%,80,3,3.75%,22,27.50%,568,29,5.11%,135,23.77%,30,2,6.67%,9,30.00%,339,15,4.42%,87,25.66%
195,2025-08-25,J Halley,362,16,4.42%,100,27.62%,8,1,12.50%,0,0%,129,2,1.55%,30,23.26%,39,2,5.13%,16,41.03%,186,11,5.91%,54,29.03%
196,2025-08-25,Miss McLoughlin,528,29,5.49%,117,22.16%,104,10,9.62%,28,26.92%,337,17,5.04%,73,21.66%,21,0,0%,5,23.81%,66,2,3.03%,11,16.67%
197,2025-08-25,Miss G Lee,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%
198,2025-08-25,E Griffin,1017,66,6.49%,229,22.52%,50,2,4.00%,6,12.00%,232,9,3.88%,52,22.41%,121,9,7.44%,29,23.97%,614,46,7.49%,142,23.13%
199,2025-08-25,M J Kelly,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
200,2025-08-25,Miss M T Quigley,13,0,0%,4,30.77%,0,0,0%,0,0%,4,0,0%,0,0%,0,0,0%,0,0%,9,0,0%,4,44.44%
201,2025-08-25,G L Moore,9187,1178,12.82%,2986,32.50%,2265,271,11.96%,729,32.19%,2310,242,10.48%,697,30.17%,1559,250,16.04%,494,31.69%,3053,415,13.59%,1066,34.92%
202,2025-08-25,Mrs A J Perrett,3014,318,10.55%,1027,34.07%,1116,142,12.72%,415,37.19%,1845,169,9.16%,591,32.03%,6,1,16.67%,2,33.33%,47,6,12.77%,19,40.43%
203,2025-08-25,Miss S Smith,816,82,10.05%,279,34.19%,65,5,7.69%,23,35.38%,88,14,15.91%,30,34.09%,175,16,9.14%,62,35.43%,488,47,9.63%,164,33.61%
204,2025-08-25,D C O'Brien,214,7,3.27%,48,22.43%,13,0,0%,1,7.69%,11,0,0%,1,9.09%,36,2,5.56%,10,27.78%,154,5,3.25%,36,23.38%
205,2025-08-25,Miss V Williams,5083,742,14.60%,1666,32.78%,10,0,0%,4,40.00%,209,26,12.44%,81,38.76%,2982,482,16.16%,977,32.76%,1882,234,12.43%,604,32.09%
206,2025-08-25,J W Mullins,3549,322,9.07%,1154,32.52%,213,15,7.04%,51,23.94%,492,33,6.71%,151,30.69%,1046,124,11.85%,352,33.65%,1798,150,8.34%,600,33.37%
207,2025-08-25,Mrs L J Mongan,1633,97,5.94%,454,27.80%,873,53,6.07%,243,27.84%,405,26,6.42%,101,24.94%,80,8,10.00%,31,38.75%,275,10,3.64%,79,28.73%
208,2025-08-25,R Rowe,1011,64,6.33%,259,25.62%,189,17,8.99%,24,12.70%,92,3,3.26%,15,16.30%,330,27,8.18%,104,31.52%,400,17,4.25%,116,29.00%
209,2025-08-25,N J Gifford,1394,127,9.11%,448,32.14%,79,4,5.06%,38,48.10%,189,17,8.99%,60,31.75%,480,67,13.96%,157,32.71%,646,39,6.04%,193,29.88%
210,2025-08-25,Miss A M Newton-Smith,440,26,5.91%,105,23.86%,16,0,0%,1,6.25%,21,0,0%,2,9.52%,189,19,10.05%,52,27.51%,214,7,3.27%,50,23.36%
211,2025-08-25,P Phelan,1896,135,7.12%,504,26.58%,1005,93,9.25%,263,26.17%,542,32,5.90%,135,24.91%,51,2,3.92%,18,35.29%,298,8,2.68%,88,29.53%
212,2025-08-25,M J Roberts,224,17,7.59%,84,37.50%,31,2,6.45%,16,51.61%,24,2,8.33%,11,45.83%,4,0,0%,1,25.00%,165,13,7.88%,56,33.94%
213,2025-08-25,Noel T Chance,131,6,4.58%,25,19.08%,37,1,2.70%,8,21.62%,25,0,0%,5,20.00%,29,3,10.34%,9,31.03%,40,2,5.00%,3,7.50%
214,2025-08-25,C J Mann,1437,174,12.11%,460,32.01%,39,9,23.08%,16,41.03%,48,5,10.42%,10,20.83%,615,79,12.85%,172,27.97%,735,81,11.02%,262,35.65%
215,2025-08-25,R H & Mrs S Alner,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
216,2025-08-25,M Bradstock,379,40,10.55%,96,25.33%,7,0,0%,1,14.29%,59,3,5.08%,13,22.03%,98,16,16.33%,28,28.57%,215,21,9.77%,54,25.12%
217,2025-08-25,C L Tizzard,4566,598,13.10%,1693,37.08%,22,3,13.64%,6,27.27%,352,22,6.25%,128,36.36%,2215,323,14.58%,814,36.75%,1977,250,12.65%,745,37.68%
218,2025-08-25,P Henderson,1644,128,7.79%,546,33.21%,26,0,0%,5,19.23%,132,12,9.09%,45,34.09%,684,75,10.96%,247,36.11%,802,41,5.11%,249,31.05%
219,2025-08-25,Miss S West,1278,134,10.49%,443,34.66%,177,9,5.08%,44,24.86%,333,52,15.62%,101,30.33%,93,11,11.83%,33,35.48%,675,62,9.19%,265,39.26%
220,2025-08-25,Jim Best,810,85,10.49%,243,30.00%,151,13,8.61%,32,21.19%,131,10,7.63%,45,34.35%,41,4,9.76%,15,36.59%,487,58,11.91%,151,31.01%
221,2025-08-25,R J Hodges,940,86,9.15%,252,26.81%,275,24,8.73%,78,28.36%,403,42,10.42%,111,27.54%,93,10,10.75%,31,33.33%,169,10,5.92%,32,18.93%
222,2025-08-25,M G Rimell,673,71,10.55%,168,24.96%,211,28,13.27%,59,27.96%,237,25,10.55%,57,24.05%,57,3,5.26%,15,26.32%,168,15,8.93%,37,22.02%
223,2025-08-25,R Hannon,17653,2313,13.10%,6465,36.62%,4649,630,13.55%,1748,37.60%,12972,1679,12.94%,4705,36.27%,24,4,16.67%,8,33.33%,8,0,0%,4,50.00%
224,2025-08-25,J G Portman,3672,325,8.85%,1167,31.78%,1310,110,8.40%,430,32.82%,2235,212,9.49%,706,31.59%,25,2,8.00%,7,28.00%,102,1,0.98%,24,23.53%
225,2025-08-25,K McAuliffe,1,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
226,2025-08-25,R T Phillips,1534,105,6.84%,429,27.97%,226,10,4.42%,58,25.66%,234,16,6.84%,58,24.79%,198,12,6.06%,52,26.26%,876,67,7.65%,261,29.79%
227,2025-08-25,D K Ivory,3709,372,10.03%,1129,30.44%,2215,224,10.11%,687,31.02%,1461,146,9.99%,432,29.57%,6,0,0%,2,33.33%,27,2,7.41%,8,29.63%
228,2025-08-25,M W Easterby,6707,608,9.07%,1991,29.69%,1817,198,10.90%,592,32.58%,4163,341,8.19%,1145,27.50%,214,28,13.08%,91,42.52%,513,41,7.99%,163,31.77%
229,2025-08-25,T Keddy,240,22,9.17%,45,18.75%,131,15,11.45%,31,23.66%,90,7,7.78%,11,12.22%,1,0,0%,0,0%,18,0,0%,3,16.67%
230,2025-08-25,C G Cox,6071,815,13.42%,2254,37.13%,1674,224,13.38%,665,39.73%,4382,589,13.44%,1586,36.19%,8,1,12.50%,3,37.50%,7,1,14.29%,0,0%
231,2025-08-25,T G Mills,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
232,2025-08-25,J Akehurst,113,12,10.62%,17,15.04%,69,6,8.70%,10,14.49%,42,5,11.90%,6,14.29%,2,1,50.00%,1,50.00%,0,0,0%,0,0%
233,2025-08-25,G Brown,486,42,8.64%,108,22.22%,168,17,10.12%,34,20.24%,88,7,7.95%,26,29.55%,60,8,13.33%,20,33.33%,170,10,5.88%,28,16.47%
234,2025-08-25,M A Jarvis,4,2,50.00%,0,0%,4,2,50.00%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
235,2025-08-25,B R Johnson,1242,104,8.37%,354,28.50%,861,73,8.48%,260,30.20%,345,28,8.12%,88,25.51%,3,1,33.33%,1,33.33%,33,2,6.06%,5,15.15%
236,2025-08-25,R J Smith,528,26,4.92%,135,25.57%,314,12,3.82%,76,24.20%,171,12,7.02%,47,27.49%,5,0,0%,2,40.00%,38,2,5.26%,10,26.32%
237,2025-08-25,Pat Eddery,542,28,5.17%,153,28.23%,327,21,6.42%,92,28.13%,215,7,3.26%,61,28.37%,0,0,0%,0,0%,0,0,0%,0,0%
238,2025-08-25,Miss E C Lavelle,3427,487,14.21%,1191,34.75%,104,14,13.46%,34,32.69%,475,55,11.58%,160,33.68%,1139,163,14.31%,374,32.84%,1709,255,14.92%,623,36.45%
239,2025-08-25,A Bailey,1777,176,9.90%,579,32.58%,960,105,10.94%,348,36.25%,776,70,9.02%,222,28.61%,2,0,0%,0,0%,39,1,2.56%,9,23.08%
240,2025-08-25,Mrs L Stubbs,471,42,8.92%,153,32.48%,235,24,10.21%,86,36.60%,234,18,7.69%,67,28.63%,2,0,0%,0,0%,0,0,0%,0,0%
241,2025-08-25,L Montague Hall,17,0,0%,0,0%,11,0,0%,0,0%,6,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
242,2025-08-25,Miss T Spearing,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
243,2025-08-25,L A Dace,1045,78,7.46%,293,28.04%,501,34,6.79%,136,27.15%,410,35,8.54%,123,30.00%,29,2,6.90%,6,20.69%,105,7,6.67%,28,26.67%
244,2025-08-25,D M Simcock,5963,841,14.10%,2270,38.07%,2926,455,15.55%,1173,40.09%,3025,386,12.76%,1088,35.97%,7,0,0%,7,100.00%,5,0,0%,2,40.00%
245,2025-08-25,S Kirk,3380,274,8.11%,1119,33.11%,1733,140,8.08%,592,34.16%,1636,134,8.19%,523,31.97%,2,0,0%,1,50.00%,9,0,0%,3,33.33%
246,2025-08-25,E J Alston,1628,184,11.30%,490,30.10%,328,42,12.80%,97,29.57%,1300,142,10.92%,393,30.23%,0,0,0%,0,0%,0,0,0%,0,0%
247,2025-08-25,B Palling,283,10,3.53%,60,21.20%,118,4,3.39%,32,27.12%,165,6,3.64%,28,16.97%,0,0,0%,0,0%,0,0,0%,0,0%
248,2025-08-25,R J Price,1486,104,7.00%,411,27.66%,333,15,4.50%,80,24.02%,825,73,8.85%,239,28.97%,68,2,2.94%,19,27.94%,260,14,5.38%,73,28.08%
249,2025-08-25,R Charlton,3681,634,17.22%,1400,38.03%,1196,190,15.89%,473,39.55%,2480,442,17.82%,926,37.34%,4,2,50.00%,1,25.00%,1,0,0%,0,0%
250,2025-08-25,J Noseda,1479,293,19.81%,564,38.13%,596,152,25.50%,247,41.44%,882,141,15.99%,317,35.94%,1,0,0%,0,0%,0,0,0%,0,0%
251,2025-08-25,M Mullineaux,2154,125,5.80%,526,24.42%,784,45,5.74%,189,24.11%,977,66,6.76%,249,25.49%,59,3,5.08%,19,32.20%,334,11,3.29%,69,20.66%
252,2025-08-25,L Smyth,812,39,4.80%,144,17.73%,357,23,6.44%,56,15.69%,434,16,3.69%,85,19.59%,5,0,0%,2,40.00%,16,0,0%,1,6.25%
253,2025-08-25,P R Hedger,777,61,7.85%,243,31.27%,435,33,7.59%,145,33.33%,279,27,9.68%,85,30.47%,4,0,0%,1,25.00%,59,1,1.69%,12,20.34%
254,2025-08-25,Mrs N S Evans,1359,39,2.87%,250,18.40%,370,9,2.43%,48,12.97%,481,18,3.74%,98,20.37%,101,2,1.98%,26,25.74%,407,10,2.46%,78,19.16%
255,2025-08-25,W M Brisbourne,1395,103,7.38%,397,28.46%,790,54,6.84%,230,29.11%,587,49,8.35%,165,28.11%,5,0,0%,1,20.00%,13,0,0%,1,7.69%
256,2025-08-25,A M Balding,11507,1722,14.96%,4246,36.90%,3686,580,15.74%,1450,39.34%,7775,1137,14.62%,2780,35.76%,17,1,5.88%,4,23.53%,29,4,13.79%,12,41.38%
257,2025-08-25,J R Weymes,794,38,4.79%,204,25.69%,359,23,6.41%,91,25.35%,387,12,3.10%,97,25.06%,4,0,0%,2,50.00%,44,3,6.82%,14,31.82%
258,2025-08-25,J A Glover,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
259,2025-08-25,M R Hoad,718,30,4.18%,185,25.77%,443,21,4.74%,120,27.09%,171,6,3.51%,36,21.05%,5,0,0%,4,80.00%,99,3,3.03%,25,25.25%
260,2025-08-25,P Morris,1093,79,7.23%,260,23.79%,658,50,7.60%,174,26.44%,427,28,6.56%,86,20.14%,2,1,50.00%,0,0%,6,0,0%,0,0%
261,2025-08-25,M R Channon,8186,874,10.68%,3157,38.57%,1505,167,11.10%,577,38.34%,6317,664,10.51%,2415,38.23%,164,22,13.41%,75,45.73%,200,21,10.50%,90,45.00%
262,2025-08-25,J A Osborne,4774,536,11.23%,1652,34.60%,2934,345,11.76%,1086,37.01%,1820,186,10.22%,560,30.77%,3,1,33.33%,0,0%,17,4,23.53%,6,35.29%
263,2025-08-25,T J Pitt,333,34,10.21%,98,29.43%,136,19,13.97%,39,28.68%,157,15,9.55%,49,31.21%,11,0,0%,1,9.09%,29,0,0%,9,31.03%
264,2025-08-25,L M Cumani,2139,363,16.97%,890,41.61%,417,72,17.27%,183,43.88%,1720,291,16.92%,706,41.05%,1,0,0%,0,0%,1,0,0%,1,100.00%
265,2025-08-25,E S McMahon,924,106,11.47%,353,38.20%,277,22,7.94%,109,39.35%,646,84,13.00%,244,37.77%,0,0,0%,0,0%,1,0,0%,0,0%
266,2025-08-25,J G Given,2395,246,10.27%,746,31.15%,1128,143,12.68%,377,33.42%,1248,103,8.25%,364,29.17%,1,0,0%,0,0%,18,0,0%,5,27.78%
267,2025-08-25,D Haydn Jones,458,26,5.68%,147,32.10%,242,10,4.13%,80,33.06%,215,16,7.44%,67,31.16%,0,0,0%,0,0%,1,0,0%,0,0%
268,2025-08-25,J R Holt,541,28,5.18%,151,27.91%,177,7,3.95%,48,27.12%,318,19,5.97%,99,31.13%,6,2,33.33%,0,0%,40,0,0%,4,10.00%
269,2025-08-25,E F Vaughan,1041,135,12.97%,406,39.00%,501,76,15.17%,193,38.52%,540,59,10.93%,213,39.44%,0,0,0%,0,0%,0,0,0%,0,0%
270,2025-08-25,C Smith,608,28,4.61%,156,25.66%,354,23,6.50%,109,30.79%,251,5,1.99%,47,18.73%,0,0,0%,0,0%,3,0,0%,0,0%
271,2025-08-25,S R Bowring,1414,160,11.32%,412,29.14%,814,106,13.02%,269,33.05%,600,54,9.00%,143,23.83%,0,0,0%,0,0%,0,0,0%,0,0%
272,2025-08-25,B I Case,1766,166,9.40%,625,35.39%,59,2,3.39%,18,30.51%,205,12,5.85%,59,28.78%,554,61,11.01%,193,34.84%,948,91,9.60%,355,37.45%
273,2025-08-25,G M Moore,929,71,7.64%,227,24.43%,88,8,9.09%,23,26.14%,485,33,6.80%,117,24.12%,86,9,10.47%,28,32.56%,270,21,7.78%,59,21.85%
274,2025-08-25,Jane Chapple-Hyam,2686,282,10.50%,818,30.45%,1324,156,11.78%,462,34.89%,1352,125,9.25%,355,26.26%,6,1,16.67%,1,16.67%,4,0,0%,0,0%
275,2025-08-25,J Jay,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
276,2025-08-25,M Brittain,795,66,8.30%,254,31.95%,221,20,9.05%,91,41.18%,566,44,7.77%,163,28.80%,0,0,0%,0,0%,8,2,25.00%,0,0%
277,2025-08-25,Mrs G S Rees,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
278,2025-08-25,J A McShane,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
279,2025-08-25,J Hetherton,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
280,2025-08-25,D Morris,194,12,6.19%,54,27.84%,103,7,6.80%,31,30.10%,91,5,5.49%,23,25.27%,0,0,0%,0,0%,0,0,0%,0,0%
281,2025-08-25,M G Hazell,20,0,0%,3,15.00%,0,0,0%,0,0%,4,0,0%,1,25.00%,13,0,0%,2,15.38%,3,0,0%,0,0%
282,2025-08-25,S C Williams,5418,642,11.85%,1817,33.54%,2803,401,14.31%,1055,37.64%,2612,241,9.23%,760,29.10%,3,0,0%,2,66.67%,0,0,0%,0,0%
283,2025-08-25,M Wigham,1612,193,11.97%,451,27.98%,978,123,12.58%,287,29.35%,523,62,11.85%,133,25.43%,17,0,0%,5,29.41%,94,8,8.51%,26,27.66%
284,2025-08-25,M H-Fairley,31,0,0%,4,12.90%,12,0,0%,2,16.67%,18,0,0%,2,11.11%,0,0,0%,0,0%,1,0,0%,0,0%
